#! FIELDS Id Pos_0 Pos_1 Pos_2 Beta Density
     0      2.0077700     4.3597825     6.5242065      0  3.2943583e+02
     1      2.2098708     3.7920132     4.7668909      0  3.2248265e+02
     2      1.7189151     5.1389640     4.3976291      0  3.1843004e+02
     3      1.2817101     3.5777938     4.8867124      0  3.1431460e+02
     4      1.5531119     5.6196549     4.4855099      0  3.1351021e+02
     5      2.2469375     5.0659911     4.5110707      0  3.1273854e+02
     6      1.5087722     4.9103379     5.9509233      0  3.1115240e+02
     7      1.7782672     3.5302247     4.8018352      0  3.0760691e+02
     8      2.0940907     4.4121402     6.5172177      0  3.0633396e+02
     9      2.4926077     4.7327798     5.0491053      0  3.0561998e+02
    10      2.7931333     4.4773300     5.3818322      0  3.0445406e+02
    11      2.5696495     4.7027175     4.3100528      0  3.0409643e+02
    12      1.7031824     5.1516659     4.2984697      0  2.9982734e+02
    13      1.8286919     3.4445581     4.7828612      0  2.9780596e+02
    14      2.0581948     4.2741159     6.5052326      0  2.9679137e+02
    15      1.6338641     3.4476664     5.3305838      0  2.9677328e+02
    16      1.0795762     5.0705276     6.2461043      0  2.9561692e+02
    17      2.7648948     4.4551729     4.8670613      0  2.9547095e+02
    18      1.7609291     3.5570403     6.2539773      0  2.9258373e+02
    19      1.7201849     3.5000241     5.3235949      0  2.9234153e+02
    20      1.5373793     5.6323568     4.3863505      0  2.9231945e+02
    21      1.9908006     5.0864598     5.8970051      0  2.9167166e+02
    22      3.9927619     4.8834816     5.6566556      0  2.9102334e+02
    23      1.0251225     4.7676633     4.7699920      0  2.9082286e+02
    24      1.2199503     4.7645549     4.2222695      0  2.8844604e+02
    25      2.0021355     3.9853653     6.5804218      0  2.8775746e+02
    26      2.2122454     5.1389558     4.6292040      0  2.8774887e+02
    27      2.0355909     4.6263760     5.9342464      0  2.8617996e+02
    28      1.6366564     4.5501727     6.2976279      0  2.8604585e+02
    29      2.5853821     4.6900156     4.4092122      0  2.8543699e+02
    30      1.2066582     4.2742705     4.7812706      0  2.8474906e+02
    31      1.8113538     3.4713736     6.2350033      0  2.8450385e+02
    32      2.8435580     4.3916634     5.3628583      0  2.8239173e+02
    33      2.1017483     4.5280074     6.0144319      0  2.8229991e+02
    34      2.9117055     4.9597093     4.5985495      0  2.8101453e+02
    35      2.2626702     5.0532892     4.6102301      0  2.8079543e+02
    36      2.1941381     3.8047151     4.6677315      0  2.7946359e+02
    37      1.6786214     3.9125470     4.9699014      0  2.7934560e+02
    38      2.1114289     4.3853246     5.0650756      0  2.7808970e+02
    39      3.0061013     4.8834979     5.1935059      0  2.7720901e+02
    40      2.7906926     4.9803163     4.7236717      0  2.7665228e+02
    41      3.2961112     5.2596035     4.2661271      0  2.7644631e+02
    42      2.5083403     4.7200779     5.1482647      0  2.7639621e+02
    43      1.6919464     3.4778670     4.8088240      0  2.7626374e+02
    44      1.1909256     4.2869724     4.6821112      0  2.7408361e+02
    45      3.3590417     5.2087959     4.6627646      0  2.7392066e+02
    46      2.8612807     5.0453759     4.6175234      0  2.7371484e+02
    47      1.9311299     4.1647420     5.5818391      0  2.7357119e+02
    48      3.0565261     4.7978313     5.1745319      0  2.7305770e+02
    49      1.6426925     4.6994872     4.5599927      0  2.7247491e+02
    50      2.9298788     4.4440211     5.3558694      0  2.7200201e+02
    51      1.5591970     4.8246713     5.9319494      0  2.7194649e+02
    52      1.7625345     3.5429266     4.7026758      0  2.7098018e+02
    53      1.1175283     4.0250375     6.2094425      0  2.7078435e+02
    54      2.1852438     4.4028233     4.6424752      0  2.7070227e+02
    55      2.1106426     3.9298992     6.0396881      0  2.6999691e+02
    56      1.8589204     4.1331297     4.4531379      0  2.6891792e+02
    57      3.8479413     5.0453596     5.0806733      0  2.6854721e+02
    58      3.4901527     4.8010698     4.6930172      0  2.6834553e+02
    59      2.1082350     3.5079211     5.7794513      0  2.6788810e+02
    60      3.5006355     5.0944788     5.5551992      0  2.6753598e+02
    61      2.9806881     5.0388826     6.0437028      0  2.6743945e+02
    62      2.8794540     4.5296877     5.3748434      0  2.6728436e+02
    63      2.8592907     4.3789615     5.4620177      0  2.6681006e+02
    64      1.3062710     4.8169126     4.2152806      0  2.6603377e+02
